"Country or Area","Year","Value","Value Footnotes"
"Ireland","2012","224652132155.012",""
"Ireland","2011","241784795802.057",""
"Ireland","2010","220076114437.086",""
"Ireland","2009","235387174076.132",""
"Ireland","2008","274713996338.069",""
"Ireland","2007","269714892827.813",""
"Ireland","2006","231995095847.447",""
"Ireland","2005","211388699291.133",""
"Ireland","2004","193911407996.027",""
"Ireland","2003","164537038261.851",""
"Ireland","2002","127937524280.068",""
"Ireland","2001","109076737091.723",""
"Ireland","2000","99833960199.005",""
"Isle of Man","2013","6754330154.76004",""
"Isle of Man","2012","6432879504.49094",""
"Isle of Man","2011","6066057183.24473",""
"Isle of Man","2010","5420291954.71889",""
"Isle of Man","2009","5047757847.85311",""
"Isle of Man","2008","5827830311.16361",""
"Isle of Man","2007","5686310748.57518",""
"Isle of Man","2006","3344402193.24608",""
"Isle of Man","2005","2971167185.35511",""
"Isle of Man","2004","2758117365.04863",""
"Isle of Man","2003","2264911806.90354",""
"Isle of Man","2002","1897606791.43353",""
"Isle of Man","2001","1614595290.9182",""
"Isle of Man","2000","1563667799.61578",""
"Israel","2014","305674837195.003",""
"Israel","2013","292408330563.864",""
"Israel","2012","259613579190.332",""
"Israel","2011","261764344205.025",""
"Israel","2010","234321743781.76",""
"Israel","2009","208068814688.605",""
"Israel","2008","216760312151.616",""
"Israel","2007","179564275455.807",""
"Israel","2006","154511423313.434",""
"Israel","2005","142837533703.233",""
"Israel","2004","135418563141.455",""
"Israel","2003","126749741990.734",""
"Israel","2002","121092701253.746",""
"Israel","2001","130751599020.377",""
"Israel","2000","132396684080.151",""
"Italy","2014","2138540909211.12",""
"Italy","2013","2130330362918.37",""
"Italy","2012","2072823111961.1",""
"Italy","2011","2276150874756.74",""
"Italy","2010","2125184794172.19",""
"Italy","2009","2185160158794.11",""
"Italy","2008","2390729210487.77",""
"Italy","2007","2203053327128.39",""
"Italy","2006","1942633841801.53",""
"Italy","2005","1852661936077.6",""
"Italy","2004","1798314755525.2",""
"Italy","2003","1569649631715.58",""
"Italy","2002","1266510668642.95",""
"Italy","2001","1162317840447.43",""
"Italy","2000","1141760021927.4",""
"Jamaica","2014","13927110141.57",""
"Jamaica","2013","14262303586.054",""
"Jamaica","2012","14746420946.1737",""
"Jamaica","2011","14396816914.4981",""
"Jamaica","2010","13190512703.1357",""
"Jamaica","2009","12037473160.8091",""
"Jamaica","2008","13678551837.6303",""
"Jamaica","2007","12824094989.8639",""
"Jamaica","2006","11905525197.3285",""
"Jamaica","2005","11204416000",""
"Jamaica","2004","10150978154.5484",""
"Jamaica","2003","9399452787.8474",""
"Jamaica","2002","9694161516.27524",""
"Jamaica","2001","9087918836.80556",""
"Jamaica","2000","8929375580.31569",""
"Japan","2014","4596156556721.9",""
"Japan","2013","4908862837290.47",""
"Japan","2012","5957250118648.75",""
"Japan","2011","5908989186412.22",""
"Japan","2010","5498717815809.77",""
"Japan","2009","5035141567658.9",""
"Japan","2008","4849184641953.57",""
"Japan","2007","4356347794333.08",""
"Japan","2006","4356750212598.01",""
"Japan","2005","4571867441130.41",""
"Japan","2004","4655803055650.55",""
"Japan","2003","4302939184963.79",""
"Japan","2002","3980819536159.76",""
"Japan","2001","4159859918093.56",""
"Japan","2000","4731198760271.14",""
"Jordan","2014","35826925774.6479",""
"Jordan","2013","33593843661.9718",""
"Jordan","2012","30937277605.6338",""
"Jordan","2011","28840263380.2817",""
"Jordan","2010","26425379436.6197",""
"Jordan","2009","23818322957.7465",""
"Jordan","2008","21971835282.5137",""
"Jordan","2007","17110609732.0169",""
"Jordan","2006","15056936953.4556",""
"Jordan","2005","12588665303.244",""
"Jordan","2004","11407566733.5341",""
"Jordan","2003","10193023676.4412",""
"Jordan","2002","9580161860.88853",""
"Jordan","2001","8972965057.96067",""
"Jordan","2000","8457923955.68299",""
"Kazakhstan","2014","227437054841.268",""
"Kazakhstan","2013","243775211464.992",""
"Kazakhstan","2012","215902443457.121",""
"Kazakhstan","2011","200379345222.506",""
"Kazakhstan","2010","148047348240.643",""
"Kazakhstan","2009","115308661142.927",""
"Kazakhstan","2008","133441612246.798",""
"Kazakhstan","2007","104849886825.584",""
"Kazakhstan","2006","81003884545.4099",""
"Kazakhstan","2005","57123671733.8952",""
"Kazakhstan","2004","43151647002.6096",""
"Kazakhstan","2003","30833692831.3955",""
"Kazakhstan","2002","24636598581.0204",""
"Kazakhstan","2001","22152689129.5583",""
"Kazakhstan","2000","18291990619.137",""
"Kenya","2014","61395415492.333",""
"Kenya","2013","55100780396.387",""
"Kenya","2012","50410164013.5527",""
"Kenya","2011","41953433591.4101",""
"Kenya","2010","39999659233.7555",""
"Kenya","2009","37021512048.8158",""
"Kenya","2008","35895153327.8497",""
"Kenya","2007","31958195182.2406",""
"Kenya","2006","25825524820.8064",""
"Kenya","2005","18737895401.1349",""
"Kenya","2004","16095337093.8366",""
"Kenya","2003","14904517649.8476",""
"Kenya","2002","13147743910.7241",""
"Kenya","2001","12986007425.8781",""
"Kenya","2000","12705357103.0056",""
"Kiribati","2014","166756805.48044",""
"Kiribati","2013","168951535.045376",""
"Kiribati","2012","174984468.834127",""
"Kiribati","2011","172253739.040743",""
"Kiribati","2010","150431113.557145",""
"Kiribati","2009","127125253.470597",""
"Kiribati","2008","135044455.62825",""
"Kiribati","2007","123002259.225169",""
"Kiribati","2006","104668674.698795",""
"Kiribati","2005","106149546.398169",""
"Kiribati","2004","102220914.840418",""
"Kiribati","2003","90148518.0621311",""
"Kiribati","2002","72259045.9632728",""
"Kiribati","2001","63101272.3699183",""
"Kiribati","2000","67512697.1243043",""
"Korea, Rep.","2014","1411333926201.24",""
"Korea, Rep.","2013","1305604981271.91",""
"Korea, Rep.","2012","1222807195712.49",""
"Korea, Rep.","2011","1202463682633.85",""
"Korea, Rep.","2010","1094499338702.72",""
"Korea, Rep.","2009","901934953364.711",""
"Korea, Rep.","2008","1002219052967.54",""
"Korea, Rep.","2007","1122679154632.41",""
"Korea, Rep.","2006","1011797457138.5",""
"Korea, Rep.","2005","898137194716.188",""
"Korea, Rep.","2004","764880644710.649",""
"Korea, Rep.","2003","680520807982.478",""
"Korea, Rep.","2002","609020054512.465",""
"Korea, Rep.","2001","533051998853.593",""
"Korea, Rep.","2000","561633037419.537",""
"Kosovo","2014","7384901154.30543",""
"Kosovo","2013","7073021773.76527",""
"Kosovo","2012","6500321212.89991",""
"Kosovo","2011","6692521545.73255",""
"Kosovo","2010","5829933774.83444",""
"Kosovo","2009","5653792720.20006",""
"Kosovo","2008","5687488208.58356",""
"Kosovo","2007","4833561456.33726",""
"Kosovo","2006","4078158323.92423",""
"Kosovo","2005","3736599925.38241",""
"Kosovo","2004","3639935347.50715",""
"Kosovo","2003","3355083116.58939",""
"Kosovo","2002","2702427046.9355",""
"Kosovo","2001","2535333631.88536",""
"Kosovo","2000","1849196082.05507",""
"Kuwait","2014","163612438510.19",""
"Kuwait","2013","174161495063.47",""
"Kuwait","2012","174070025008.932",""
"Kuwait","2011","154027536231.884",""
"Kuwait","2010","115419050942.08",""
"Kuwait","2009","105899930507.297",""
"Kuwait","2008","147395833333.333",""
"Kuwait","2007","114641097818.438",""
"Kuwait","2006","101550654720.882",""
"Kuwait","2005","80797945205.4795",""
"Kuwait","2004","59440108585.0017",""
"Kuwait","2003","47875838926.1745",""
"Kuwait","2002","38137545245.1464",""
"Kuwait","2001","34890772742.0933",""
"Kuwait","2000","37711864406.7797",""
"Kyrgyz Republic","2014","7468096566.71158",""
"Kyrgyz Republic","2013","7335027591.91628",""
"Kyrgyz Republic","2012","6605139933.41063",""
"Kyrgyz Republic","2011","6197766118.59856",""
"Kyrgyz Republic","2010","4794357795.07139",""
"Kyrgyz Republic","2009","4690062255.12247",""
"Kyrgyz Republic","2008","5139957784.91084",""
"Kyrgyz Republic","2007","3802566170.81543",""
"Kyrgyz Republic","2006","2834168889.42019",""
"Kyrgyz Republic","2005","2460246796.05234",""
"Kyrgyz Republic","2004","2211535311.62834",""
"Kyrgyz Republic","2003","1919012780.97086",""
"Kyrgyz Republic","2002","1605640633.42189",""
"Kyrgyz Republic","2001","1525113501.11034",""
"Kyrgyz Republic","2000","1369691955.02213",""
"Lao PDR","2014","11715619755.8584",""
"Lao PDR","2013","11192471435.4424",""
"Lao PDR","2012","9359185244.24597",""
"Lao PDR","2011","8283218733.60768",""
"Lao PDR","2010","7181441139.89806",""
"Lao PDR","2009","5832915387.08908",""
"Lao PDR","2008","5443915120.50795",""
"Lao PDR","2007","4222962987.53859",""
"Lao PDR","2006","3452882514.00166",""
"Lao PDR","2005","2735558734.81409",""
"Lao PDR","2004","2366398119.8821",""
"Lao PDR","2003","2023324407.30316",""
"Lao PDR","2002","1758176653.07746",""
"Lao PDR","2001","1768619058.34647",""
"Lao PDR","2000","1731198022.45494",""
"Latin America & Caribbean (all income levels)","2014","6247318030618.21",""
"Latin America & Caribbean (all income levels)","2013","6336078162718.29",""
"Latin America & Caribbean (all income levels)","2012","6169482406270.09",""
"Latin America & Caribbean (all income levels)","2011","6087136894251.86",""
"Latin America & Caribbean (all income levels)","2010","5371409239440.84",""
"Latin America & Caribbean (all income levels)","2009","4343979509825.79",""
"Latin America & Caribbean (all income levels)","2008","4617932124029.87",""
"Latin America & Caribbean (all income levels)","2007","3975946953030.94",""
"Latin America & Caribbean (all income levels)","2006","3365014024589.28",""
"Latin America & Caribbean (all income levels)","2005","2866125967729.51",""
"Latin America & Caribbean (all income levels)","2004","2367660854898.08",""
"Latin America & Caribbean (all income levels)","2003","2036503074568.68",""
"Latin America & Caribbean (all income levels)","2002","1976564635222.08",""
"Latin America & Caribbean (all income levels)","2001","2204576301577.67",""
"Latin America & Caribbean (all income levels)","2000","2262082562759.12",""
"Latin America & Caribbean (developing only)","2014","5752028928599.96",""
"Latin America & Caribbean (developing only)","2013","5765600988385.54",""
"Latin America & Caribbean (developing only)","2012","5636950429632.48",""
"Latin America & Caribbean (developing only)","2011","5604612386209.85",""
"Latin America & Caribbean (developing only)","2010","4926272360762.2",""
"Latin America & Caribbean (developing only)","2009","3953275178448.52",""
"Latin America & Caribbean (developing only)","2008","4214726531857.5",""
"Latin America & Caribbean (developing only)","2007","3598854287795.38",""
"Latin America & Caribbean (developing only)","2006","3029848871062.9",""
"Latin America & Caribbean (developing only)","2005","2579387277160.83",""
"Latin America & Caribbean (developing only)","2004","2121448306117.92",""
"Latin America & Caribbean (developing only)","2003","1840045236103.09",""
"Latin America & Caribbean (developing only)","2002","1791355581919.91",""
"Latin America & Caribbean (developing only)","2001","2013689503613.75",""
"Latin America & Caribbean (developing only)","2000","2071012049062.07",""
"Latvia","2014","31286809075.2289",""
"Latvia","2013","30221574614.9761",""
"Latvia","2012","28023276371.5791",""
"Latvia","2011","28385281828.3791",""
"Latvia","2010","23743309485.9565",""
"Latvia","2009","26144610786.7668",""
"Latvia","2008","35542093261.2191",""
"Latvia","2007","30847189167.0086",""
"Latvia","2006","21410922999.7492",""
"Latvia","2005","16903250777.8469",""
"Latvia","2004","14359465331.0784",""
"Latvia","2003","11734856721.1905",""
"Latvia","2002","9537868349.24966",""
"Latvia","2001","8347312513.99149",""
"Latvia","2000","7934770567.78679",""
"Least developed countries: UN classification","2014","924688533355.498",""
"Least developed countries: UN classification","2013","858216225342.32",""
"Least developed countries: UN classification","2012","810411614271.36",""
"Least developed countries: UN classification","2011","768609425349.425",""
"Least developed countries: UN classification","2010","678320686656.97",""
"Least developed countries: UN classification","2009","606690282174.91",""
"Least developed countries: UN classification","2008","607887292558.916",""
"Least developed countries: UN classification","2007","493871704296.705",""
"Least developed countries: UN classification","2006","404472525568.715",""
"Least developed countries: UN classification","2005","346657359898.701",""
"Least developed countries: UN classification","2004","292867150793.472",""
"Least developed countries: UN classification","2003","252098627533.724",""
"Least developed countries: UN classification","2002","225086572369.646",""
"Least developed countries: UN classification","2001","208030224536.481",""
"Least developed countries: UN classification","2000","215632478175.507",""
"Lebanon","2014","45730945273.6318",""
"Lebanon","2013","44352418120.4377",""
"Lebanon","2012","43205095854.063",""
"Lebanon","2011","40078938640.1327",""
"Lebanon","2010","38009950248.7562",""
"Lebanon","2009","35139635157.5456",""
"Lebanon","2008","28829850746.2687",""
"Lebanon","2007","24577114427.8607",""
"Lebanon","2006","21796351575.4561",""
"Lebanon","2005","21287562189.0547",""
"Lebanon","2004","20955223880.597",""
"Lebanon","2003","20082918739.6352",""
"Lebanon","2002","19152238805.9702",""
"Lebanon","2001","17649751243.7811",""
"Lebanon","2000","17260364842.4544",""
"Lesotho","2014","2181300505.8649",""
"Lesotho","2013","2218102350.05334",""
"Lesotho","2012","2384043848.96468",""
"Lesotho","2011","2523309140.48836",""
"Lesotho","2010","2187482926.29624",""
"Lesotho","2009","1711412960.10007",""
"Lesotho","2008","1630672202.58558",""
"Lesotho","2007","1597476793.36872",""
"Lesotho","2006","1428852972.01506",""
"Lesotho","2005","1368352570.25144",""
"Lesotho","2004","1234215384.85355",""
"Lesotho","2003","969167237.299562",""
"Lesotho","2002","656752929.122354",""
"Lesotho","2001","706400239.28169",""
"Lesotho","2000","771261707.830197",""
"Liberia","2014","2013000000",""
"Liberia","2013","1946500000",""
"Liberia","2012","1735500000",""
"Liberia","2011","1545400000",""
"Liberia","2010","1292697100",""
"Liberia","2009","1155147400",""
"Liberia","2008","850040500",""
"Liberia","2007","739027200",""
"Liberia","2006","604028900",""
"Liberia","2005","550000000",""
"Liberia","2004","474700000",""
"Liberia","2003","416000000",""
"Liberia","2002","543000000",""
"Liberia","2001","521000000",""
"Liberia","2000","529064600",""
"Libya","2014","41142722414.3351",""
"Libya","2013","65504442871.7465",""
"Libya","2012","81905365776.3335",""
"Libya","2011","34699395523.6073",""
"Libya","2010","74773444900.5368",""
"Libya","2009","63028320702.0343",""
"Libya","2008","87140405361.2292",""
"Libya","2007","67516236337.7158",""
"Libya","2006","54961936662.6066",""
"Libya","2005","47334148578.4164",""
"Libya","2004","33122307692.3077",""
"Libya","2003","26265625000",""
"Libya","2002","20481889763.7795",""
"Libya","2001","34110064452.1567",""
"Libya","2000","38270206950.41",""
"Liechtenstein","2012","5487773452.44017",""
"Liechtenstein","2011","5739705822.48169",""
"Liechtenstein","2010","5082338964.87305",""
"Liechtenstein","2009","4504376589.9239",""
"Liechtenstein","2008","5081479840.08716",""
"Liechtenstein","2007","4601430548.88525",""
"Liechtenstein","2006","4000101033.35638",""
"Liechtenstein","2005","3659320086.68296",""
"Liechtenstein","2004","3454374269.99655",""
"Liechtenstein","2003","3070803439.07708",""
"Liechtenstein","2002","2688617884.8748",""
"Liechtenstein","2001","2491800558.77674",""
"Liechtenstein","2000","2483890593.70545",""
"Lithuania","2014","48353937110.2561",""
"Lithuania","2013","46418255974.5088",""
"Lithuania","2012","42852204396.452",""
"Lithuania","2011","43505562065.1266",""
"Lithuania","2010","37132564255.4319",""
"Lithuania","2009","37440673477.8983",""
"Lithuania","2008","47850551148.8365",""
"Lithuania","2007","39738180076.6283",""
"Lithuania","2006","30216060233.4044",""
"Lithuania","2005","26125575942.2814",""
"Lithuania","2004","22649930576.2543",""
"Lithuania","2003","18802576988.1557",""
"Lithuania","2002","14278357283.7419",""
"Lithuania","2001","12252498921.0186",""
"Lithuania","2000","11539211480.3625",""
"Low & middle income","2014","28142020800788.7",""
"Low & middle income","2013","27322456948070.6",""
"Low & middle income","2012","25820195229045.9",""
"Low & middle income","2011","24283175824498.9",""
"Low & middle income","2010","20614148304160.9",""
"Low & middle income","2009","16867596640719.6",""
"Low & middle income","2008","17281671450474.8",""
"Low & middle income","2007","14404169901357.2",""
"Low & middle income","2006","11610790099491.7",""
"Low & middle income","2005","9774453234149.18",""
"Low & middle income","2004","8205983181869.82",""
"Low & middle income","2003","6919513029254.26",""
"Low & middle income","2002","6124948263038.52",""
"Low & middle income","2001","6008242456302.61",""
"Low & middle income","2000","5948891668128.04",""
"Low income","2014","406539140685.159",""
"Low income","2013","378429829350.117",""
"Low income","2012","349969716162.281",""
"Low income","2011","325848509852.759",""
"Low income","2010","289211823374.798",""
"Low income","2009","267295891321.057",""
"Low income","2008","254746819090.171",""
"Low income","2007","211516144267.386",""
"Low income","2006","177365310861.413",""
"Low income","2005","159881869940.843",""
"Low income","2004","138410738380.197",""
"Low income","2003","121416634450.895",""
"Low income","2002","110546080976.157",""
"Low income","2001","102347970601.39",""
"Low income","2000","113342940253.24",""
"Lower middle income","2014","5864307408776.99",""
"Lower middle income","2013","5572346377510.25",""
"Lower middle income","2012","5357442793328.16",""
"Lower middle income","2011","5120978021083.9",""
"Lower middle income","2010","4601540509108.32",""
"Lower middle income","2009","3630376141573.92",""
"Lower middle income","2008","3531756831111.71",""
"Lower middle income","2007","3173848460243.74",""
"Lower middle income","2006","2581236685542.3",""
"Lower middle income","2005","2179329700198.08",""
"Lower middle income","2004","1897213215253.92",""
"Lower middle income","2003","1660692616837.38",""
"Lower middle income","2002","1450044207656.43",""
"Lower middle income","2001","1352667320393.75",""
"Lower middle income","2000","1337274399596.3",""
"Luxembourg","2014","64873963098.4868",""
"Luxembourg","2013","61794506555.5051",""
"Luxembourg","2012","55986712367.7993",""
"Luxembourg","2011","58697386711.1482",""
"Luxembourg","2010","52351655629.1391",""
"Luxembourg","2009","50386496248.958",""
"Luxembourg","2008","55144865973.3411",""
"Luxembourg","2007","50323159047.3583",""
"Luxembourg","2006","41913561661.0212",""
"Luxembourg","2005","36977365999.2538",""
"Luxembourg","2004","34343804320.8344",""
"Luxembourg","2003","29206884875.8465",""
"Luxembourg","2002","23308582721.6262",""
"Luxembourg","2001","21052080536.9128",""
"Luxembourg","2000","21375345494.7485",""
"Macao SAR, China","2014","55522993326.7394",""
"Macao SAR, China","2013","51548871615.7861",""
"Macao SAR, China","2012","43028648668.9445",""
"Macao SAR, China","2011","36709847596.7175",""
"Macao SAR, China","2010","28123640998.7253",""
"Macao SAR, China","2009","21475520709.3922",""
"Macao SAR, China","2008","20917457388.3119",""
"Macao SAR, China","2007","18340472131.3107",""
"Macao SAR, China","2006","14789661809.1834",""
"Macao SAR, China","2005","12092284455.3182",""
"Macao SAR, China","2004","10585562563.8852",""
"Macao SAR, China","2003","8194995761.23273",""
"Macao SAR, China","2002","7322690268.13055",""
"Macao SAR, China","2001","6811252878.57098",""
"Macao SAR, China","2000","6101794938.88536",""
"Macedonia, FYR","2014","11318966946.687",""
"Macedonia, FYR","2013","10817712138.9451",""
"Macedonia, FYR","2012","9745251126.0109",""
"Macedonia, FYR","2011","10494632699.3859",""
"Macedonia, FYR","2010","9407168702.4313",""
"Macedonia, FYR","2009","9401731495.71661",""
"Macedonia, FYR","2008","9909548410.82744",""
"Macedonia, FYR","2007","8336478142.08872",""
"Macedonia, FYR","2006","6861222331.96317",""
"Macedonia, FYR","2005","6258600713.82627",""
"Macedonia, FYR","2004","5682719260.0763",""
"Macedonia, FYR","2003","4946292774.79046",""
"Macedonia, FYR","2002","4018365247.44444",""
"Macedonia, FYR","2001","3709637829.94866",""
"Macedonia, FYR","2000","3772851420.24763",""
"Madagascar","2014","11011062173.0257",""
"Madagascar","2013","10613473832.7389",""
"Madagascar","2012","9919780071.28764",""
"Madagascar","2011","9892702357.56691",""
"Madagascar","2010","8729936135.74488",""
"Madagascar","2009","8550363974.79243",""
"Madagascar","2008","9413002920.97008",""
"Madagascar","2007","7342923489.09616",""
"Madagascar","2006","5515884348.54904",""
"Madagascar","2005","5039293030.82367",""
"Madagascar","2004","4363934494.37405",""
"Madagascar","2003","5474030080.24451",""
"Madagascar","2002","4397254607.61164",""
"Madagascar","2001","4529575347.56805",""
"Madagascar","2000","3877673539.09084",""
"Malawi","2014","6047813437.31804",""
"Malawi","2013","5518880768.57955",""
"Malawi","2012","6028487928.83351",""
"Malawi","2011","8004000737.30717",""
"Malawi","2010","6959655570.89098",""
"Malawi","2009","6191127665.1963",""
"Malawi","2008","5321012192.33619",""
"Malawi","2007","4432937045.79897",""
"Malawi","2006","3998020176.93393",""
"Malawi","2005","3655892941.67281",""
"Malawi","2004","3476333638.6635",""
"Malawi","2003","3209167240.45005",""
"Malawi","2002","3495597587.43178",""
"Malawi","2001","1716502069.86945",""
"Malawi","2000","1743506287.41519",""
"Malaysia","2014","338103822298.268",""
"Malaysia","2013","323342854422.546",""
"Malaysia","2012","314442825692.826",""
"Malaysia","2011","297951960784.314",""
"Malaysia","2010","255016919685.822",""
"Malaysia","2009","202257586267.556",""
"Malaysia","2008","230813597937.526",""
"Malaysia","2007","193547824063.3",""
"Malaysia","2006","162690965596.205",""
"Malaysia","2005","143534102611.497",""
"Malaysia","2004","124749736842.105",""
"Malaysia","2003","110202368421.053",""
"Malaysia","2002","100845263157.895",""
"Malaysia","2001","92783947368.4211",""
"Malaysia","2000","93789736842.1053",""
"Maldives","2014","3063899508.46532",""
"Maldives","2013","2795200010.41213",""
"Maldives","2012","2514041557.02396",""
"Maldives","2011","2449576516.91549",""
"Maldives","2010","2323401757.8125",""
"Maldives","2009","2166330187.5",""
"Maldives","2008","2117773601.5625",""
"Maldives","2007","1745998937.5",""
"Maldives","2006","1474698125",""
"Maldives","2005","1119806500",""
"Maldives","2004","1202240023.4375",""
"Maldives","2003","1043403343.75",""
"Maldives","2002","910864148.4375",""
"Maldives","2001","884276168.300654",""
"Maldives","2000","624337145.284622",""
"Mali","2014","14388384092.5594",""
"Mali","2013","13245777669.8243",""
"Mali","2012","12442747897.2223",""
"Mali","2011","12978107560.5982",""
"Mali","2010","10678749467.4697",""
"Mali","2009","10181021770.4326",""
"Mali","2008","9750822511.47988",""
"Mali","2007","8145694631.88354",""
"Mali","2006","6899799785.8441",""
"Mali","2005","6245031690.06808",""
"Mali","2004","5444474268.42491",""
"Mali","2003","4703504466.48125",""
"Mali","2002","3889758023.67584",""
"Mali","2001","3465305993.48723",""
"Mali","2000","2954129565.88305",""
"Malta","2013","9642848650.1181",""
"Malta","2012","8882509103.82705",""
"Malta","2011","9302635890.16047",""
"Malta","2010","8163355021.12327",""
"Malta","2009","8099400960.97627",""
"Malta","2008","8554293727.08674",""
"Malta","2007","7466219568.52748",""
"Malta","2006","6365500031.88479",""
"Malta","2005","5990648161.96588",""
"Malta","2004","5643525281.93441",""
"Malta","2003","5119621569.32049",""
"Malta","2002","4296164768.28161",""
"Malta","2001","3917620727.92241",""
"Malta","2000","3957418082.79925",""
"Marshall Islands","2014","186716625.753117",""
"Marshall Islands","2013","190180248.293377",""
"Marshall Islands","2012","184439555.469872",""
"Marshall Islands","2011","172861423.41758",""
"Marshall Islands","2010","163803078.278876",""
"Marshall Islands","2009","152130186.034773",""
"Marshall Islands","2008","152793449.108916",""
"Marshall Islands","2007","150071644.837406",""
"Marshall Islands","2006","143656582.76082",""
"Marshall Islands","2005","137744500",""
"Marshall Islands","2004","131106365.5396",""
"Marshall Islands","2003","126887585.4517",""
"Marshall Islands","2002","124735071.9054",""
"Marshall Islands","2001","115152142.7373",""
"Marshall Islands","2000","110937729.4126",""
"Mauritania","2014","5442297174.11121",""
"Mauritania","2013","5645739651.53638",""
"Mauritania","2012","5231255478.38986",""
"Mauritania","2011","5166340390.52554",""
"Mauritania","2010","4337791530.87884",""
"Mauritania","2009","3662281667.94663",""
"Mauritania","2008","4031047704.39864",""
"Mauritania","2007","3356757497.1208",""
"Mauritania","2006","3040716679.07669",""
"Mauritania","2005","2184444848.97637",""
"Mauritania","2004","1833444740.37736",""
"Mauritania","2003","1563074859.52173",""
"Mauritania","2002","1324426606.62378",""
"Mauritania","2001","1295539448.36484",""
"Mauritania","2000","1293654175.2102",""
"Mauritius","2014","12612959479.583",""
"Mauritius","2013","11931866299.2567",""
"Mauritius","2012","11445657237.9368",""
"Mauritius","2011","11252386260.712",""
"Mauritius","2010","9718233910.68203",""
"Mauritius","2009","8834661042.93519",""
"Mauritius","2008","9641089804.86982",""
"Mauritius","2007","7792052679.81746",""
"Mauritius","2006","6731529167.62594",""
"Mauritius","2005","6283796154.76327",""
"Mauritius","2004","6385691316.68314",""
"Mauritius","2003","5609836354.52964",""
"Mauritius","2002","4767303153.99506",""
"Mauritius","2001","4536544699.75921",""
"Mauritius","2000","4582562398.66894",""
"Mexico","2014","1297845522512.7",""
"Mexico","2013","1261832901816.47",""
"Mexico","2012","1186598324461.82",""
"Mexico","2011","1171187519660.64",""
"Mexico","2010","1051128603513.77",""
"Mexico","2009","894948748436.748",""
"Mexico","2008","1101275278668.79",""
"Mexico","2007","1043471321169.09",""
"Mexico","2006","965281191371.844",""
"Mexico","2005","866346483685.297",""
"Mexico","2004","770267585947.191",""
"Mexico","2003","713284260879.765",""
"Mexico","2002","741559499084.745",""
"Mexico","2001","724703571306.821",""
"Mexico","2000","683647980782.407",""
"Micronesia, Fed. Sts.","2014","318071978.575747",""
"Micronesia, Fed. Sts.","2013","315725616.958949",""
"Micronesia, Fed. Sts.","2012","325835160.290555",""
"Micronesia, Fed. Sts.","2011","310287500",""
"Micronesia, Fed. Sts.","2010","294117200",""
"Micronesia, Fed. Sts.","2009","277510900",""
"Micronesia, Fed. Sts.","2008","261339600",""
"Micronesia, Fed. Sts.","2007","255890800",""
"Micronesia, Fed. Sts.","2006","252991200",""
"Micronesia, Fed. Sts.","2005","249845600",""
"Micronesia, Fed. Sts.","2004","239563300",""
"Micronesia, Fed. Sts.","2003","244991000",""
"Micronesia, Fed. Sts.","2002","241543400",""
"Micronesia, Fed. Sts.","2001","240051900",""
"Micronesia, Fed. Sts.","2000","233226300",""
"Middle East & North Africa (all income levels)","2014","3526990242139.05",""
"Middle East & North Africa (all income levels)","2013","3583902622462.7",""
"Middle East & North Africa (all income levels)","2012","3557999261290.35",""
"Middle East & North Africa (all income levels)","2011","3287499901599.42",""
"Middle East & North Africa (all income levels)","2010","2742639888023.15",""
"Middle East & North Africa (all income levels)","2009","2356101787105.19",""
"Middle East & North Africa (all income levels)","2008","2642293572326.77",""
"Middle East & North Africa (all income levels)","2007","2115161595567.33",""
"Middle East & North Africa (all income levels)","2006","1783279795570.44",""
"Middle East & North Africa (all income levels)","2005","1523380437771.82",""
"Middle East & North Africa (all income levels)","2004","1264310218766.14",""
"Middle East & North Africa (all income levels)","2003","1087448641272.46",""
"Middle East & North Africa (all income levels)","2002","965430500935.382",""
"Middle East & North Africa (all income levels)","2001","969155061990.829",""
"Middle East & North Africa (all income levels)","2000","965694218603.152",""
"Middle East & North Africa (developing only)","2014","1559936679966.65",""
"Middle East & North Africa (developing only)","2013","1658590416841.12",""
"Middle East & North Africa (developing only)","2012","1708784003043.88",""
"Middle East & North Africa (developing only)","2011","1575715907101.55",""
"Middle East & North Africa (developing only)","2010","1362935527742.17",""
"Middle East & North Africa (developing only)","2009","1183263757849.68",""
"Middle East & North Africa (developing only)","2008","1229310862052.92",""
"Middle East & North Africa (developing only)","2007","994020437871.227",""
"Middle East & North Africa (developing only)","2006","803410808181.749",""
"Middle East & North Africa (developing only)","2005","691545502187.006",""
"Middle East & North Africa (developing only)","2004","586340166184.865",""
"Middle East & North Africa (developing only)","2003","511961960159.261",""
"Middle East & North Africa (developing only)","2002","453838998779.301",""
"Middle East & North Africa (developing only)","2001","467521087300.668",""
"Middle East & North Africa (developing only)","2000","451819933786.105",""
"Middle income","2014","27735297151112.3",""
"Middle income","2013","26943394477308.9",""
"Middle income","2012","25469171631671.5",""
"Middle income","2011","23956149350407.5",""
"Middle income","2010","20324550766487.6",""
"Middle income","2009","16601479608255.2",""
"Middle income","2008","17027200520593.8",""
"Middle income","2007","14192794057363.2",""
"Middle income","2006","11434311953889.1",""
"Middle income","2005","9616509304820.01",""
"Middle income","2004","8069671022380.06",""
"Middle income","2003","6800377139457.61",""
"Middle income","2002","6016754754847.05",""
"Middle income","2001","5907540386901.74",""
"Middle income","2000","5838773604747.04",""
